run_seed,model,dataset_id,subset,group_type,group,forecaster,n,mse,mae,rmse,r2,n_negative_predictions,negative_prediction_fraction
0,qslstm,b34896367832cf11,all_eligible,hour_est,21,persistence,3,0.0,0.0,0.0,1.0,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,22,model,3,2478.2813528053466,43.51530404008434,49.78233976828878,-2.097851691006684,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,22,persistence,3,0.0,0.0,0.0,1.0,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,23,model,3,2384.917434852774,43.15251222541,48.83561645820368,-1.9811467935659677,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,23,persistence,3,0.0,0.0,0.0,1.0,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,3,model,2,2686.251795325477,51.44314033321203,51.82906323025217,,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,3,persistence,2,0.0,0.0,0.0,,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,4,model,3,3074.573289511228,54.98719850451827,55.44883487965484,-13834.579802800525,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,4,persistence,3,0.3333333333333333,0.3333333333333333,0.5773502691896257,-0.4999999999999998,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,5,model,3,2841.6941966563136,51.56597507648808,53.30754352487379,-455.70085303405045,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,5,persistence,3,91.33333333333331,9.333333333333334,9.556847457887631,-13.67857142857143,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,6,model,3,939.5594253197364,24.63231837672403,30.652233610615337,-1056.0043534847034,0.0,0.0
0,qslstm,b34896367832cf11,all_eligible,hour_est,6,persistence,3,1283.6666666666667,35.666666666666664,35.828294219327084,-1443.1249999999998,,
0,qslstm,b34896367832cf11,all_eligible,hour_est,7,model,3,2637.812345100831,44.32905996538066,51.35963731473219,-20.465019083098987,0.0,0.0
